time/fps,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,train/loss,train/explained_variance,train/value_loss,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/clip_range,train/n_updates
13853,91.92,16384,1,1,-185.27885637,,,,,,,,,,
7654,91.8,32768,2,4,-134.12870586,0.002983616,175.47525024414062,-0.008464574813842773,452.5078724890947,0.16065673828125,0.011854555,-0.009217049683684309,-1.3763099742587657,0.2,10
6719,100.05,49152,3,7,-89.87315797999997,0.002967232,75.43701171875,0.6456631422042847,177.3014656677842,0.246417236328125,0.015466734,-0.01796725898184377,-1.349006298976019,0.2,20
6317,113.84,65536,4,10,-64.98899660000001,0.0029508480000000003,30.360681533813477,0.7942649126052856,82.74791237860919,0.30931396484375,0.016995683,-0.024071864918005302,-1.3093414692208172,0.2,30
6068,134.73,81920,5,13,-43.914888649999995,0.002934464,13.977822303771973,0.8570411205291748,49.89273713156581,0.338714599609375,0.018195339,-0.026366686964138353,-1.2401664555072784,0.2,40
5573,171.35,98304,6,17,-30.111378130000002,0.00291808,14.321671485900879,0.8971449136734009,35.77174683697522,0.311041259765625,0.017715044,-0.025831790470965642,-1.155630139261484,0.2,50
4840,310.05,114688,7,23,-13.01980824,0.002901696,9.579729080200195,0.9159934520721436,31.32534344419837,0.2386474609375,0.016326692,-0.01254782434725712,-1.1044937340542673,0.2,60
4323,428.71,131072,8,30,-8.84867997,0.002885312,8.496297836303711,0.9029707312583923,20.5320837309584,0.20960693359375,0.014213671,-0.005332988678856054,-1.1977289075497537,0.2,70
4010,553.28,147456,9,36,-4.9595790200000005,0.002868928,5.355896472930908,0.9165048599243164,13.35112329395488,0.190130615234375,0.013687666,-0.004574977473475883,-1.1577641857787966,0.2,80
3717,685.87,163840,10,44,-0.1842300400000005,0.0028525440000000003,4.949723720550537,0.9179567694664001,9.190832594037056,0.2537109375,0.020111589,-0.01013110466847138,-1.134442188590765,0.2,90
3491,807.31,180224,11,51,6.38178561,0.0028361600000000003,2.0059449672698975,0.927043080329895,5.653014617972076,0.264642333984375,0.022465553,-0.012993603309405443,-1.1329213898163288,0.2,100
3342,918.59,196608,12,58,18.133906279999998,0.002819776,2.5037965774536133,0.9555807113647461,5.139548619370908,0.258258056640625,0.020083938,-0.012670663026983674,-1.1458421529270708,0.2,110
3254,959.76,212992,13,65,32.88278485,0.002803392,1.2861354351043701,0.9665112495422363,4.891467365249992,0.227130126953125,0.019523742,-0.010727226156086544,-1.135664001200348,0.2,120
3207,954.91,229376,14,71,53.4206003,0.002787008,0.9982044100761414,0.9611669778823853,3.48749170366209,0.17041015625,0.014028082,-0.0057901382628188,-1.0914547003805637,0.2,130
3189,953.4,245760,15,77,70.45453040999999,0.002770624,0.9878551959991455,0.9612466096878052,5.265542408707551,0.153070068359375,0.017434377,-0.0037380793060947325,-1.09399425634183,0.2,140
3175,961.92,262144,16,82,90.15617335999997,0.0027542400000000002,2.388911247253418,0.9305588006973267,6.003264147718437,0.133642578125,0.013424242,-0.0005333490691555199,-1.0288326904876157,0.2,150
3162,931.78,278528,17,88,105.18120006999999,0.0027378560000000003,0.3186206519603729,0.9833061695098877,1.5229762634378858,0.144281005859375,0.013655076,-0.005184585862116365,-1.0643900983268395,0.2,160
3150,886.83,294912,18,93,105.34137530999999,0.002721472,1.9861323833465576,0.9190106987953186,4.702091947512235,0.14207763671875,0.0151053835,-0.005305884656627314,-1.062666420545429,0.2,170
3143,856.87,311296,19,99,107.23924727999999,0.002705088,4.636187553405762,0.894686758518219,23.738908058637755,0.126739501953125,0.016282871,-0.0034307130566958222,-0.967542266775854,0.2,180
3153,799.53,327680,20,103,105.43713831,0.002688704,1.1403406858444214,0.881600022315979,19.439109386084603,0.20279541015625,0.02102118,-0.00034009198352578094,-1.0155597454169765,0.2,190
3152,752.18,344064,21,109,101.01334053999999,0.00267232,3.694218158721924,0.9045360684394836,13.542361461080144,0.14739990234375,0.01872203,-0.001341364688687463,-0.9634412428364157,0.2,200
3156,758.2,360448,22,114,104.80724849,0.0026559360000000002,5.710105895996094,0.9108749628067017,13.755729596922174,0.164617919921875,0.015929889,0.0006505765902147687,-0.9996023678453639,0.2,210
3172,727.93,376832,23,118,102.16991583,0.002639552,1.575494647026062,0.9049012660980225,4.7963899782160295,0.161761474609375,0.01598655,0.0006152685448796546,-0.9722890264121815,0.2,220
3188,719.18,393216,24,123,101.02849781000003,0.002623168,5.974638938903809,0.8672716021537781,23.088560814922676,0.1449462890625,0.016822122,-0.001525821962422924,-0.9277065478498117,0.2,230
3201,693.37,409600,25,127,98.71564405999999,0.002606784,1.9200189113616943,0.9303159713745117,6.049855519644916,0.2387451171875,0.023766855,0.0006014508446241962,-0.8997179449070245,0.2,240
3211,597.44,425984,26,132,94.17363983,0.0025904,0.8423188328742981,0.91054767370224,14.366810501960572,0.1372802734375,0.01647509,-0.0018778485718030425,-0.8192811360349879,0.2,250
3221,611.41,442368,27,137,107.43908040000001,0.0025740159999999997,2.894376277923584,0.8801803588867188,29.530031723110007,0.15169677734375,0.022772718,-0.003098270259488345,-0.78701439590659,0.2,260
3221,526.61,458752,28,142,148.37608844999997,0.002557632,3.5056004524230957,0.8634483814239502,44.56370198186487,0.22430419921875,0.060425535,-0.0036944469310583373,-0.6614006102783605,0.2,270
3237,412.03,475136,29,146,177.79710109000007,0.002541248,23.881816864013672,0.7516511678695679,85.87550810333342,0.1626953125,0.018820412,-0.005839480672966602,-0.7924620031611994,0.2,280
3247,378.65,491520,30,151,186.94425552999996,0.002524864,12.601191520690918,0.8608299493789673,62.42428331561386,0.165875244140625,0.015669655,-0.002283175802358528,-0.8162202997365966,0.2,290
3266,360.05,507904,31,155,196.90370969999995,0.00250848,9.587455749511719,0.916681706905365,45.84143224619329,0.1813720703125,0.019044328,-0.0013442976871374413,-0.7443823083536699,0.2,300
3281,323.2,524288,32,159,199.34754938000003,0.002492096,12.712074279785156,0.896999716758728,71.81812804620714,0.127880859375,0.014808023,-0.0022129060220777317,-0.7662338321330026,0.2,310
3290,316.43,540672,33,164,215.11725951,0.002475712,61.30730438232422,0.8564134836196899,87.11175574995578,0.1455322265625,0.016283933,-0.0031383646874019178,-0.7369186157593504,0.2,320
3304,323.29,557056,34,168,229.90747578000003,0.002459328,7.884739398956299,0.90101557970047,58.22058727182448,0.159320068359375,0.015300323,-0.0019834117592836265,-0.6942460680380463,0.2,330
3319,326.49,573440,35,172,233.99549187000005,0.002442944,10.046875953674316,0.9332505464553833,33.102970980945976,0.19127197265625,0.021139806,-0.002805770503528038,-0.6657660390017555,0.2,340
3332,349.79,589824,36,177,240.32560743,0.00242656,14.485783576965332,0.944970428943634,19.290798231679947,0.156878662109375,0.014923546,-0.0005731478750021779,-0.6804742200998589,0.2,350
3348,317.74,606208,37,181,255.88986471,0.002410176,7.402425765991211,0.919352650642395,37.51501793917269,0.147607421875,0.015991444,-0.003605671225250262,-0.715925830299966,0.2,360
3361,280.53,622592,38,185,263.56908859,0.002393792,6.12570333480835,0.9251587390899658,32.42144401613623,0.160784912109375,0.0172124,-0.001529558170841483,-0.6886714602122084,0.2,370
3377,267.11,638976,39,189,262.00325216,0.002377408,7.835042953491211,0.8959890604019165,38.25838583484292,0.227392578125,0.027331162,-0.015022355842029355,-0.6819608873454854,0.2,380
3392,258.8,655360,40,193,263.36165427,0.002361024,9.158082008361816,0.9133855104446411,26.044122242182492,0.169915771484375,0.030517392,-0.0014091679582634241,-0.6537871475447901,0.2,390
3409,253.82,671744,41,197,268.03679252999996,0.00234464,6.232015609741211,0.942351758480072,20.153149246238172,0.173956298828125,0.017123915,-0.0015798435616488859,-0.6747617554618046,0.2,400
3410,243.98,688128,42,201,275.45678501,0.002328256,2.900677442550659,0.8860061168670654,16.385078114643694,0.158551025390625,0.019488955,-0.0014739081354491646,-0.64699866771698,0.2,410
3427,242.33,704512,43,205,267.20141363,0.002311872,8.569230079650879,0.913918137550354,19.082918948773294,0.15753173828125,0.023497112,-0.0013456621340083076,-0.652077592688147,0.2,420
3442,240.29,720896,44,209,272.80855746,0.002295488,3.8988308906555176,0.9241340160369873,15.465447522420437,0.16805419921875,0.0173071,0.0006328196107460826,-0.6313502448727377,0.2,430
3451,246.94,737280,45,213,265.94736036999996,0.002279104,10.33745288848877,0.9493834376335144,20.408942192606627,0.14849853515625,0.017518189,0.00037952828570269047,-0.6155049050226807,0.2,440
3469,229.38,753664,46,217,274.35037274,0.00226272,3.4251480102539062,0.9362768530845642,15.52966892765835,0.16224365234375,0.017335068,-0.0010099213438479638,-0.61743272729218,0.2,450
3484,237.41,770048,47,221,266.39669427999996,0.0022463360000000003,6.186712265014648,0.9243018627166748,11.418599487468601,0.159686279296875,0.01717161,-0.0005238444517999596,-0.5780509694945067,0.2,460
3484,285.25,786432,48,225,258.72857691999997,0.0022299520000000003,3.2818424701690674,0.9225784540176392,17.747775648068636,0.145245361328125,0.018324835,-0.0008824949419249606,-0.5935716502484866,0.2,470
3504,230.75,802816,49,229,274.94706444,0.0022135680000000004,4.5681233406066895,0.975982666015625,10.853075103554875,0.168621826171875,0.022836016,-0.001141603282030701,-0.6497156078694388,0.2,480
3524,209.17,819200,50,232,276.8701125,0.0021971840000000005,3.1057863235473633,0.9203236103057861,12.832546002417804,0.172332763671875,0.020482834,-0.001422262620371839,-0.5770504060899839,0.2,490
3539,219.94,835584,51,236,276.1547804,0.0021808,4.583065032958984,0.9559428095817566,8.493357191421092,0.169873046875,0.01868245,-0.003893047496785584,-0.5645760871353559,0.2,500
3548,229.19,851968,52,240,273.02806906999996,0.002164416,5.265321731567383,0.9671027660369873,9.206953890435397,0.139813232421875,0.014626538,-0.000275306549610832,-0.5724056022125297,0.2,510
3559,227.08,868352,53,243,272.9960367599999,0.0021480320000000002,3.8415846824645996,0.9480165243148804,19.63781967367977,0.1441650390625,0.016424142,0.0006813602001784602,-0.5497146285022609,0.2,520
3561,235.98,884736,54,248,268.91604643,0.002131648,6.398565292358398,0.9500011801719666,17.549224792513996,0.137860107421875,0.019937662,0.00019377933249415947,-0.5416898220428266,0.2,530
